Data da opinião,Nota,Título,Conteúdo
set. de 2019,5,Melhor Hotwl,"Simplesmente melhor hotel e melhor localização. A equipe deste hotel nunca vi igual em nenhum outro lugar, eles foram além das minhas expectativas em atendimento e excelência. Merece 6 estrelas, voltarei"
set. de 2019,5,Maravilhoso,Hotel maravilhoso e bem localizado no centro da cidade; café da manhã perfeito e bastante variado; quartos muito limpos. E o melhor: os colaboradores são incrivelmente gentis e educados. Indico a todos.
set. de 2019,5,Encantador,"Hotel, super organizado, limpo, roupas de cama super cheirosas, café da manhã espetacular;  Funcionários extremamente atenciosos, em especial a recepcionista Fabiana! Certamente voltando a Gramado volto a me hospedar!!"
set. de 2019,5,Ótima,"Gostamos de tudo!  Fica a sugestão para cadeira de criança a ser adaptada nas bicicletas!  Quartos novos e quentinhos, roupa de cama e banho novas, boa ducha, bom ar condicionado quente e frio, enfim, tudo ótimol"
set. de 2019,5,Férias,"O hotel é bastante confortável e bem localizado. A equipe que trabalha diariamente são todos bastante educados, alegres e apoiadores. O quarto que ficamos muito bom e estruturado. 24 horas e bastante solicito, adorei o hotel !"
set. de 2019,4,"Bom Hotel, bons funcionários e boa localização","Ótima localização e funcionários muito eficientes e prestativos. Café da manhã com bastante variedade com opções sem glúten, sem lactose e sem açúcar. Arrumação dos quartos super eficiente. Garagem própria ajudou muito."
set. de 2019,5,Hotel novo bem lozalizado,"Hotel novo, muito bem localizado, fica um quarteirão da avenida Borges (onde tudo acontece) Atendimento nota 1000. Café da manhã sensacional, tudo feito no próprio hotel, tem produtos zero lactose. Serviço de manobrista muito rápido e cordial."
set. de 2019,5,Atendimento e localização excepcional,"O hotel fica próximo da rua coberta, com ótima localização e acesso fácil a tudo. O atendimento foi maravilhoso, todos funcionários super cordiais. O café da manhã é excelente. Possui espaço tchê e também academia."
set. de 2019,5,PASSEIO MARAVILHOSO,O profissionalismo e a gentileza dos colaboradores do Fioreze foi maravilhoso! Nos sentimos como se estivéssemos em casa! A cada dia uma gentileza fora do comum!! Amei! Ótima localização! Voltarei sempre e me hospedarei nesse hotel. O café da manhã supera qualquer expectativa.
set. de 2019,5,Excelente localização,"Amei tudo, a localização é ótima (dá pra passear no centro a pé, restaurantes a poucos metros, rua coberta, etc.), café da manhã variado (e sempre tem doces diferentes). Os funcionários são super atenciosos desde a sua chegada, durante e até a saída. Sem contar os “mimos” que deixaram no nosso quarto...muito fofos...são detalhes que fazem a diferença...você esquece o tamanho do quarto (que é pequeno)...mas nada que impedisse de termos uma excelente estadia."
set. de 2019,5,Excelente!,Excelente! Com certeza voltarei a me hospedar nesse hotel! Quarto super limpo e serviço de quarto muito eficiente!!! Todos estão de parabéns. A hospitalidade de todos os funcionários combina com o clima maravilhoso da cidade de Gramado!
set. de 2019,5,Superou as expectativas,"Passei uma noite nesse hotel pq me mudaria para outro 5 estrelas no dia seguinte. Me arrependi, pois deveria ter ficado nesse todos os dias. Pessoal muito prestativo, simpatico, sorridente, solicito entre outros mil elogios mais. Cafe da manha maravilhoso e foi servido as 5;30 da manha pq tinhamos que sair! Sem palavras pra agradecer. Quero voltar!"
set. de 2019,5,Excelente,"Hotel Flores e Centro muito bem localizado no centro de Gramado. Atendimento diferenciado, com uma equipe super atenciosa. Café da manhã com várias opções. Com certeza recomendo e irei voltar em outra oportunidade."
set. de 2019,5,Hotel excepcional,"Ótima localização, próximo aos principais pontos e de fácil acesso à outros, equipe extremamente atenciosa e prestativa, café da manhã excelente e com muita variedade, inclusive para dietas, como diabéticos, veganos, etc  Limpeza e organização impecáveis"
set. de 2019,5,Inesquecível!!,"Um hotel incrível, com uma equipe gentil, simpática e muito prestativa! A localização é ótima, pois permite acesso aos principais pontos do centro. O café da manhã é indescritível!Recomendo esta experiência a todos que desejam conhecer Gramado!"
set. de 2019,5,"Fioreze Centro, ótima escolha. Certamente retornarei.","Passamos seis dias no Fioreze aqui em Gramado. Fomos muito bem recebidos logo na nossa chegada, com funcionários atenciosos e bastante cordiais. O cafe da manhã todos os dias com grande variedade de doces e salgados, com sucos naturais e alimentos sem glúten, sem lactose e sem açúcar, demonstrando preocupação com os hóspedes que apresentam restrições alimentares. Recomendo o Fioreze aos amigos sem dúvida alguma. Parabéns a todos que trabalham neste hotel."
set. de 2019,4,Nota 10,"Foi minha segunda vez em gramado, mais desta vez foi tudo muito melhor devido a localização , central, dá para fazer tudo a pé. O hotel foi dez em tudo . Obrigada e parabéns !!! Com certeza que recomendarei."
set. de 2019,5,Nota 10,"Hotel muito confortável, excelente atendimento e hospitalidade, bem localizado, funcionarios extremamente receptivos, comida excelente, quartos extremamente limpos, e aconchegantes!!! Super recomendo!"
set. de 2019,5,"Excepcional!!! atendimento nota 1000, localização top, enfim, recomendo e ainda voltarei","Excepcional!!! atendimento nota 1000, localização top, enfim, recomendo e ainda voltarei e ficarei no Fioreze, obrigado pela hospitalidade e gentileza, equipe de profissionais excelente, limpeza impecável, tudo de bom"
set. de 2019,5,"Cordialidade, Conforto e Excelência!","Certamente, a melhor experiência de hospedagem que já tivemos em família, depois de mais de 50 hotéis frequentados! No aspecto hospitalidade, dá um banho em muito Resort por ai! É tudo que consta escrito pelos demais avaliadores: Simpatia, equipe, atendimento, conforto, localização, café da manhã, e uma super estrutura para quem vai com bebê! Sem dúvida, saímos muito mais felizes! Cumpriram a missão!"
set. de 2019,5,"excelente atendimento, melhor impossível.","Hotel simples e aconchegante uma recepção que dispensa comentários.  Café da manhã super top...localizado no centro de Gramado o que facilita e muito conhecer os principais pontos da gastronomia do local, perto de tudo, da pra ir em vários locais a pé e o bom que vai conhecendo um pouquinho do lugar, pra locais mais distantes existe a necessidade de ir de uber ou veiculo próprio."
set. de 2019,5,Atendimento excepcional,"O hotel fica na região central de Gramado, possui estrutura nova, equipe profissional acolhedora e sempre prestativa! Recomendo e sem dúvida escolheria novamente este hotel para me hospedar em eventual retorno."
set. de 2019,4,Férias Gramado,"Ótima localização, atendimento especial, acomodações boas, Café da manhã com grande variedades, preço justo, quando retornar a Gramado com certeza hospedaremos no Fioreze Hotel! Valeu a pena hospedarmos no Fioreze!"
set. de 2019,5,Nota 10? Nota 1000 para tudo!,"O Hotel é incrivel! Localização excelente bem no centro da cidade. A Equipe esta de parabens, todos educados e prestativos! Meus pais que ja são idosos foram muito bem tratados e so elogiaram o servico O cafe da manha é comparavel aos cafes coloniais, se nao melhor. A Sra. Zaira que é a responsavel pelo cafe da manha (eu acho) merece elogios por tudo. Nota 1000. Obrigado por tudo!"
set. de 2019,5,Acima das expectativas,"Café da Manhã maravilhoso, localização ótima, acomodações, lanchinho da tarde, tudo muito bom e especialmente o atendimento que é diferenciado. É facilmente percebido o carinho e cuidado de todo o staff do hotel em cada detalhe."
set. de 2019,5,MELHOR HOTEL,"A localização no centro é ótima para locomoção rápida, dispensando o uso de veículo. Hotel que nos recepciona sempre com um lanchinho, oferece mimos pela estadia e ao ir embora.  Atendimento definitivamente IMPECÁVEL."
set. de 2019,5,Viagem de férias ótima,"Excelente hotel, localização ótima próximo a vários restaurante, rua coberta e outros lugares. Atendimento impecável. Tudo de boa qualidade, limpeza excelente, wifi ótimo, ducha super quente e com muita pressão. Lugar muito agradavel, me senti em casa. Estacionamento com chofer com preço acessível. Com certeza voltaria."
set. de 2019,4,Hotel acolhedor Gramado,"Ambiente acolhedor, com lareira na recepção, funcionários educados e preocupados com nossa estadia, café manha ótimo com variedade para intolerantes a lactose e glúten, otima localização, limpo.  Adorei o quentão na recepção e as guloseimas diariamente."
set. de 2019,3,ACÚSTICA DOS QUARTOS PÉSSIMAS,"Ótimo atendimento,café espetacular, localização mas a acústica dos quartos péssima escuta o vizinho em tudo, digo tudo mesmo, das conversas até algo mais, os aptos do primeiro andar mais ainda, evite quartos conjulgados parece que estão juntos com seu vizinho. No mais foi muito bom todos simpáticos e prestativo, limpo agradável."
set. de 2019,4,Avaliação,"Otimo Hotel, bem decorado, ótimo café e atendimento. Porem nos hospedamos em um quarto que acredito que era para mais do que duas pessoas, tinha uma porta que dava acesso ao outro quarto, o que acabou possibilitando com que escutássemos o casal ao lado, infelizmente."
ago. de 2019,5,INCRÍVEL!!!,"Localização, ambiente, estrutura e serviço NOTA 10! Funcionários extremamente atenciosos e educados. Realmente se preocupam com cada detalhe para tornar a estadia dos hóspedes mais que especial.    Se o lema do hotel é fazer os hóspedes mais felizes, a missão para mim e minha família foi cumprida com total êxito.    Muitíssimo obrigado e até breve!"
ago. de 2019,5,Melhor Hotel de Gramado FIOREZE CENTRO,Fomos comemorar nosso um ano de casamento.  E todos os funcionaram participaram para que toda nossa estadia fosse perfeita.  É o melhor hotel de gramado.  Perfeito desde a chegada e a saia é mais emocionante ainda. São uma família.
ago. de 2019,5,Recomendo,"Bom atendimento e delicioso café da manhã. Excelente localização e staff sempre pronto pra nos atender muito bem. Quartos limpo, mobiliário novo e bom serviço. Recomendo, indico e voltaria novamente com certeza."
ago. de 2019,5,Hotel perfeito!,"Hotel perfeito! Tudo no hotel é novo, impecávelmente limpo, funcional e de boa qualidade.  Os funcionários são extremamente simpáticos e prestativos, ao ponto de chamar os seus filhos pelo nome!  O café da manhã é um dos melhores que já tive até hoje, com muitas opções, principalmente de bolos.  Outro ótimo ponto do hotel é a brinquedoteca.  Pra completar o café enche os hóspedes de mimos, desde a chegada até a saída.  Altamente recomendado!"
ago. de 2019,5,TUDO MARAVILHOSO,"Nossa experiencia foi absolutamente incrivel. Desde o primeiro contato com o hotel, em uma ligação telefonica antes da reserva, até o ultimo contato, tudo foi maravilhoso.  Nos sentimos em casa. Amamos e sem duvidas foi o melhor hotel que já nos hospedamos."
ago. de 2019,5,Férias em Gramado,"Excelente localização, a estadia foi maravilhosa, nos sentimos em casa, parecia que estávamos em família, com tanto carinho e atenção que recebemos, com orientações e dicas de passeios, além das opções do próprio hotel, desde a recepção até a nossa despedida."
ago. de 2019,5,"Viagem romântica, hotel perfeito","Atendimento excelente, limpeza excelente, café da manhã com muitas opções deliciosas e até fizeram um chimarrão cortesia para experimentarmos!    Eu já tive experiências ruins em alguns hotéis por isso acho legal compartilhar para que outras pessoas não tenham!    Esse hotel é maravilhoso!!  Com certeza sai mais feliz de lá e com vontade de voltar!!  Indico a todos!"
ago. de 2019,5,Experiência maravilhosa!!!!,"Hotel maravilhoso! Localizado bem ao centro, perto de tudo! Funcionários simpáticos e solícitos. Quarto bem limpo, cama grande e confortável. Cadê da manhã excelente. Muita opção, tudo feito pela cozinha deles, exceto algumas coisas! Experiência maravilhosa! Um dos melhores hotéis que já fiquei!"
